Year,TechID,JSTypeID,Value
2015,10,1,592439.668253064
2015,10,2,432345.230365172
2015,10,3,82216.2182885222
2015,20,1,13.3151525361086
2015,20,2,9.7170111956757
2015,20,3,1.84781945300472
2015,25,1,4648907.57575631
2015,25,2,3392637.47446239
2015,25,3,645155.319944024
2015,30,1,862090766.429901
2015,30,2,629128754.138947
2015,30,3,119637228.548527
2015,40,1,1540915012.35962
2015,40,2,1124514937.40082
2015,40,3,213841527.700424
2015,50,1,0.235311187202214
2015,50,2,0.171723260611323
2015,70,1,4493586.7190361
2015,70,2,4625339.99234438
2015,70,3,2047237.94013262
2015,80,1,11168918609.6191
2015,80,2,11496395111.084
2015,80,3,5088459968.56689
2015,81,1,1814548969.2688
2015,81,2,1867752075.19531
2015,81,3,826692342.758179
2015,90,1,2073707.05902576
2015,90,2,2134508.91897082
2015,90,3,944762.432482094
2015,91,1,41877.1851400379
2015,91,2,43105.0393672194
2015,91,3,19078.8723557489
2015,92,1,30882861.4652157
2015,92,2,31788356.6021919
2015,92,3,14069956.7273259
2015,100,1,628281712.532043
2015,100,2,646703124.046326
2015,100,3,286239534.61647
2015,110,1,4502927303.31421
2015,110,2,4634954452.51465
2015,110,3,2051493406.29578
2015,120,1,5980842113.49487
2015,120,2,6156202316.28418
2015,120,3,2724818229.67529
2015,130,1,6754950.15457273
2015,130,2,6953007.54159689
2015,130,3,3077495.14468014
2015,140,1,20322484970.0928
2015,140,2,20918346405.0293
2015,140,3,9258742332.4585
2015,150,1,3117284.03903544
2015,150,2,3208683.80367756
2015,150,3,1420206.85598254
2015,160,1,775276064.872742
2015,160,2,798007428.646088
2015,160,3,353208869.695663
2015,161,1,171463176.608086
2015,161,2,176490530.371666
2015,161,3,78117094.9339867
2015,162,1,166635826.230049
2015,162,2,171521648.76461
2015,162,3,75917802.7510643
2015,170,1,8637762069.70215
2015,170,2,8891023635.86426
2015,170,3,3935287237.16736
2015,171,1,2672519207.00073
2015,171,2,2750878334.04541
2015,171,3,1217575907.70721
2015,181,1,11058073043.8232
2015,181,2,11382298469.5435
2015,181,3,5037959098.81592
2015,190,1,901973.864529282
2015,190,2,928419.991396368
2015,190,3,410931.243095547
2015,191,1,70754572.7491379
2015,191,2,72829119.8611259
2015,191,3,32235153.0194283
2015,192,1,53295344.1143036
2015,192,2,54857980.4599285
2015,192,3,24280883.37183
2015,200,1,10146218299.8657
2015,200,2,10443708419.7998
2015,200,3,4622526645.6604
2015,210,1,416244.118241593
2015,210,2,428448.51850532
2015,210,3,189637.110452168
2015,220,1,125414863.228798
2015,220,2,129092067.480087
2015,220,3,57137891.6501999
2015,230,1,2127980709.07593
2015,230,2,2190373659.13391
2015,230,3,969488978.385925
2015,240,1,3718142747.87903
2015,240,2,3827159881.5918
2015,240,3,1693952679.63409
2015,245,1,1849732995.03326
2015,245,2,1903967738.15155
2015,245,3,842721819.877625
2015,250,1,1051215.33852071
2015,250,2,1082037.34271228
2015,250,3,478924.36850816
2015,251,1,2895375967.02576
2015,251,2,2980269432.06787
2015,251,3,1319107532.50122
2015,260,1,13854723930.3589
2015,260,2,14260949134.8267
2015,260,3,6312088489.53247
2015,261,1,4308431.87496066
2015,261,2,4434756.93464279
2015,261,3,1962883.16510618
2015,265,1,15369589805.603
2015,265,2,15820231437.6831
2015,265,3,7002248287.20093
2015,266,1,3276642560.95886
2015,266,2,3372714757.91931
2015,266,3,1492809176.44501
2015,270,1,485116.353956982
2015,270,2,499340.12349695
2015,270,3,221014.677663334
2015,276,1,29099702.835083
2015,276,2,29952915.3853655
2015,276,3,13257565.908134
2015,280,1,238898381.590843
2015,280,2,245902955.532074
2015,280,3,108839973.807335
2015,290,1,2193649768.82935
2015,290,2,2257968425.75073
2015,290,3,999407351.016998
2015,291,1,11048021.7263103
2015,291,2,11371953.4128904
2015,291,3,5033380.35196066
2015,295,1,2924319267.27295
2015,295,2,3010061264.03809
2015,295,3,1332293748.85559
2015,300,1,6200814723.96851
2015,300,2,6382624626.15967
2015,300,3,2825036048.88916
2015,302,1,7461451.45967603
2015,302,2,7680223.32340479
2015,302,3,3399370.70384622
2015,305,1,6380616664.88647
2015,305,2,6567698478.69873
2015,305,3,2906951904.29688
2015,310,1,172527.274116874
2015,310,2,177585.825440474
2015,310,3,78601.8863436766
2015,320,1,977954626.083374
2015,320,2,1006628513.33618
2015,320,3,445547401.90506
2015,321,1,943875253.200531
2015,321,2,971549987.792969
2015,321,3,430021166.801453
2015,330,1,79618.1484474801
2015,330,2,81952.5812403299
2015,330,3,36273.3189831488
2015,340,1,80387748.7778664
2015,340,2,82744739.9497032
2015,340,3,36623939.871788
2015,350,1,961561143.398285
2015,350,2,989754438.400269
2015,350,3,438078671.693802
2015,351,1,618.801607288333
2015,351,2,636.945060250582
2015,351,3,281.920506495226
2015,360,1,2957161664.96277
2015,360,2,3043866395.95032
2015,360,3,1347256422.04285
2015,361,1,1921615.33050239
2015,361,2,1977957.78512955
2015,361,3,875470.810569823
2015,362,1,14978.8265844109
2015,362,2,15418.0106619606
2015,362,3,6824.21978126513
2015,363,1,9843222618.10303
2015,363,2,10131829261.7798
2015,363,3,4484484672.54639
2015,364,1,26990374.5502234
2015,364,2,27781741.6936159
2015,364,3,12296574.190259
2015,366,1,2728169441.22314
2015,366,2,2808160066.60461
2015,366,3,1242929577.82745
2015,385,1,0.270643507604973
2015,385,2,0.278578854429057
2015,385,3,0.123302770771438
2015,386,1,110607.317765243
2015,386,2,113850.357593037
2015,386,3,50391.7071910109
2015,400,1,200371846.556664
2015,400,2,206246823.072433
2015,400,3,91287627.8162003
2015,401,1,268461763.858795
2015,401,2,276333153.247833
2015,401,3,122308790.683746
2015,410,1,3523701.8018961
2015,410,2,3627017.83888042
2015,410,3,1605367.05516279
2015,411,1,1534514.4784078
2015,411,2,1579507.02123344
2015,411,3,699111.144058406
2015,430,1,2934.70247925143
2015,430,2,3020.74909086514
2015,430,3,1337.02428684046
2015,431,1,13290110.0441813
2015,431,2,13679780.0660133
2015,431,3,6054855.4174602
2015,442,1,11790256.947279
2015,442,2,12135950.8484602
2015,442,3,5371535.66256166
2015,460,1,1582800.06144196
2015,460,2,1629208.33099633
2015,460,3,721109.623555094
2015,461,1,365325897.932053
2015,461,2,376037359.237671
2015,461,3,166439220.309258
2015,462,1,448012202.978134
2015,462,2,461148053.407669
2015,462,3,204110369.086266
2015,470,1,5720.55478187394
2015,470,2,5888.28334002756
2015,470,3,2606.23369285895
2015,471,1,117070943.117142
2015,471,2,120503507.554531
2015,471,3,53336478.7697792
2015,472,1,221574008.464813
2015,472,2,228070631.623268
2015,472,3,100947141.647339
2015,515,1,46242322.7727413
2015,515,2,47598164.5286083
2015,515,3,21067589.5214081
2015,611,1,5777373.90995026
2015,611,2,5946768.44775677
2015,611,3,2632120.15852332
2015,612,1,10071578.4355998
2015,612,2,10366880.3349137
2015,612,3,4588521.55134082
2015,620,1,235602453.351021
2015,620,2,242510393.261909
2015,620,3,107338383.793831
2015,621,1,400907397.270203
2015,621,2,412662148.475647
2015,621,3,182649835.944176
2015,630,2,12525660.9171629
2015,631,1,10613762.7735734
2015,631,2,10924962.349236
2015,631,3,4835535.77214479
2015,632,1,18586644.9028254
2015,632,2,19131612.0326519
2015,632,3,8467909.87998247
2015,640,2,432948052.883148
2015,641,1,11914252.3035407
2015,641,2,12263582.0880532
2015,641,3,5428027.36163139
2015,642,1,22871447.7270842
2015,642,2,23542046.546936
2015,642,3,10420028.1202793
2015,660,2,18.3305655099275
2015,670,2,638352632.522583
2015,680,1,88606.9392436184
2015,690,2,165680125.355721
2015,691,2,68.308061429434
2015,695,2,9020104.07298803
2015,700,2,4280665.88938236
2015,720,2,1265131.51917607
2015,730,1,5444111.76815629
2015,731,1,391864.01409097
2015,750,2,62164.9887762032
2015,810,2,4641386.680305
2015,811,2,194560.22710073699
2015,812,2,3798.05828742974
2015,850,2,2051292.91862249
2015,852,2,68845.1109454036
2015,853,2,40049.9120587483
2015,854,2,0.141576639300922
2015,857,2,1238929.80627716
2015,858,2,17283.5207195021
2015,865,2,12213095.0912833
2015,866,2,573374.039959162
2015,870,1,35154804.5873642
2015,890,1,996327042.579651
2015,970,1,16707148.4029293
2015,980,1,326003491.87851
2015,981,1,629382.964689285
2015,982,1,46358.5602119565
2015,991,1,456736.161140725
2015,1040,1,547381818.294525
2015,1041,1,266684.655798599
2015,1110,1,11.6907701297464
2015,1121,1,20128117.8742647
2015,1130,1,534292578.697205
2015,1131,1,471644.278150052
2015,1132,1,112467065.453529
2015,1134,1,0.8119477312718
2015,1142,1,574653.036892414
2015,1143,1,69980.7205819525
2015,1150,3,23423.937818734
2015,1151,3,862458.313349634
2015,1152,3,5549708.84695649
2015,1153,3,163071021.437645
2015,1155,3,42745.7453042734
2015,1158,3,3287493.48409474
2015,1159,3,50984844.5653915
2015,1163,3,86182914.6742821
2015,1164,3,278967.519989237
2015,1166,3,99396497.0111847
2015,1167,3,154405.192006379
2015,1168,3,619.959507730528
2015,1170,3,0.493531548961812
2015,1171,3,3561037.12692857
2015,1180,3,7661.39692132128
2015,1181,3,5799.00370212272
2015,1200,1,627105.88099435
2015,1200,2,658134.464174509
2015,1200,3,312522.402964532
2015,1220,1,5692088603.97339
2015,1220,2,5973727226.25732
2015,1220,3,2836690187.45422
2015,1221,1,18342368.3047295
2015,1221,2,19249929.1151762
2015,1221,3,9141040.96591473
2015,1222,1,96481196.5823174
2015,1222,2,101254992.187023
2015,1222,3,48082046.2107658
2015,1230,1,92.527088213501
2015,1230,2,97.1052358522684
2015,1230,3,46.1114915140115
