Year,TechID,Value
2015,25,493.024536132813
2015,40,45477.359375
2015,81,1455.02416992188
2015,92,0.00985782407224178
2015,162,0.062545470893383
2015,171,981.988464355469
2015,192,0.0813169479370117
2015,245,1132.39343261719
2015,251,829.565673828125
2015,266,2112.283203125
2015,321,30.3660583496094
2015,364,6.76829018630087e-4
2015,366,23.9077281951904
2015,401,10.9606971740723
2015,462,17.4116916656494
2015,472,0.140433683991432
2015,612,0.0179832074791193
2015,621,79.4450454711914
2015,632,0.0011334860464558
2015,1220,487.610015869141
2015,1221,487.608917236328
2015,1222,487.608978271484
2015,1251,19.3010540008545
2015,1252,19.3010540008545
2015,1261,19.3010540008545
2015,1262,19.3010540008545
2015,1280,8.40128993988037
2015,1301,19.3010540008545
2015,1302,19.3010540008545
2015,1365,8.40128898620605
2015,1461,19.3010540008545
2015,1464,487.610198974609
2015,1471,487.608978271484
2015,1472,487.609008789063
2015,1480,19.3010540008545
2015,1510,19.3010540008545
2015,1511,19.3010540008545
2015,1530,95.7151947021484
2015,1541,3.47354292869568
2015,1542,3.47354292869568
2015,1552,3.47354292869568
2015,1553,3.47354292869568
2015,1592,3.47354292869568
2015,1603,0.801588773727417
2015,1612,95.7149963378906
2015,1613,3.47354292869568
2015,1615,95.7153015136719
2015,1640,160.994018554688
2015,1675,160.993286132813
2015,1680,5.98793935775757
2015,1685,5.98793935775757
2015,1690,160.994247436523
2015,1702,2.18114539165981e-4
2015,1721,5.98793935775757
2015,1722,5.98793935775757
2015,1732,5.98793935775757
2015,1733,5.98793935775757
2015,2030,13.4776525497437
2015,2050,18.0283393859863
2015,2110,46.0014305114746
2015,2120,27.1149044036865
2015,2130,9.18439674377441
2015,2140,1.38115620613098
2015,2150,38.1999206542969
2015,2160,61.7307472229004
2015,2170,12.3872671127319
2015,2180,1.82718062400818
2015,2240,2.06447386741638
2015,2250,5.43990850448608
2015,2270,7.51784372329712
2015,2300,3.1792733669281
2015,3020,6.19241714477539
2015,3040,2.9321231842041
2015,4010,0.922152101993561
2015,4060,0.0552872456610203
2015,4070,2.26217842102051
2015,4090,0.153573960065842
2015,4100,6.15692710876465
2015,4140,0.340045869350433
2015,4150,2.45543813705444
2015,4170,0.514047384262085
2015,4190,3.93519496917725
2015,4220,0.831842601299286
2015,4230,0.117656968533993
2015,4250,1.19793128967285
2015,4270,0.167054235935211
2015,5004,181.933639526367
2015,5005,181.933639526367
2015,5016,181.933822631836
2015,5017,181.933853149414
2015,5025,181.933609008789
2015,5026,181.933624267578
2015,5033,7.17265510559082
2015,5034,7.17265510559082
2015,5043,7.17265510559082
2015,5044,7.17265510559082
2015,5052,7.17265510559082
2015,5053,7.17265510559082
2015,5061,7.17265510559082
2015,5062,7.17265510559082
2015,5070,7.17265510559082
2015,5071,7.17265510559082
2015,5080,3.37477135658264
2015,5081,3.37477135658264
2015,5204,142.388290405273
2015,5205,142.388290405273
2015,5216,142.38835144043
2015,5217,142.38835144043
2015,5225,142.388290405273
2015,5226,142.388290405273
2015,5233,5.58384609222412
2015,5234,5.58384609222412
2015,5243,5.58384609222412
2015,5244,5.58384609222412
2015,5252,5.58384609222412
2015,5253,5.58384609222412
2015,5261,5.58384609222412
2015,5262,5.58384609222412
2015,5270,5.58384609222412
2015,5271,5.58384609222412
2015,5280,2.88400769233704
2015,5281,2.88400769233704
2015,5404,38.3880500793457
2015,5405,38.3880500793457
2015,5416,38.3880996704102
2015,5417,38.3881072998047
2015,5425,38.3880500793457
2015,5426,38.388053894043
2015,5433,1.5313982963562
2015,5434,1.5313982963562
2015,5443,1.5313982963562
2015,5444,1.5313982963562
2015,5452,1.5313982963562
2015,5453,1.5313982963562
2015,5461,1.5313982963562
2015,5462,1.5313982963562
2015,5470,1.5313982963562
2015,5471,1.5313982963562
2015,5480,0.561613917350769
2015,5481,0.561613976955414
2015,5604,20.6591148376465
2015,5605,20.6591148376465
2015,5616,20.6591548919678
2015,5617,20.6591625213623
2015,5625,20.6591167449951
2015,5626,20.6591167449951
2015,5633,0.826323747634888
2015,5634,0.826323747634888
2015,5643,0.826323747634888
2015,5644,0.826323747634888
2015,5652,0.826323747634888
2015,5653,0.826323747634888
2015,5661,0.826323747634888
2015,5662,0.826323747634888
2015,5670,0.826323747634888
2015,5671,0.826323747634888
2015,5680,0.284376978874207
2015,5681,0.284376978874207
2015,5804,85.0072174072266
2015,5805,85.0072174072266
2015,5816,85.0072326660156
2015,5817,85.0072326660156
2015,5825,85.0072174072266
2015,5826,85.0072174072266
2015,5833,3.29674005508423
2015,5834,3.29674005508423
2015,5843,3.29674005508423
2015,5844,3.29674005508423
2015,5852,3.29674005508423
2015,5853,3.29674005508423
2015,5861,3.29674005508423
2015,5862,3.29674005508423
2015,5870,3.29674005508423
2015,5871,3.29674005508423
2015,5880,2.02840352058411
2015,5881,2.02840352058411
2015,9120,6837.12646484375
2015,9181,4488.78564453125
2015,9240,5996.88427734375
2015,9275,0.0676548555493355
2015,9300,5523.54833984375
2015,9302,297.432525634766
2015,9305,13827.794921875
2015,9360,148.60856628418
2015,9362,464.056671142578
2015,9460,226.900299072266
2015,9470,6.19808197021484
2015,9510,0.00471734907478094
2015,10230,6.19099235534668
2015,10250,6.19099235534668
2015,10260,6.19099235534668
2015,10360,2.98790955543518
2015,10391,6.19099235534668
2015,10453,139.527191162109
2015,10460,140.32341003418
2015,10462,139.485443115234
2015,10540,0.890672147274017
2015,10551,0.890672147274017
2015,10591,0.890672147274017
2015,10610,31.6630764007568
2015,10671,1.4971672296524
2015,10682,53.3717231750488
2015,10720,1.4971672296524
2015,10731,1.4971672296524
2015,14003,53.9417381286621
2015,14015,54.2269554138184
2015,14024,53.9269256591797
2015,14042,2.38341689109802
2015,14051,2.38341689109802
2015,14060,2.38341689109802
2015,14069,2.38341689109802
2015,14079,1.22977232933044
2015,14203,44.1080703735352
2015,14215,44.1939811706543
2015,14224,44.1029472351074
2015,14242,1.93943023681641
2015,14251,1.93943023681641
2015,14260,1.93943023681641
2015,14269,1.93943023681641
2015,14279,1.0786120891571
2015,14403,10.1963882446289
2015,14415,10.2515916824341
2015,14424,10.1978359222412
2015,14442,0.456836968660355
2015,14451,0.456836968660355
2015,14460,0.456836968660355
