EmissionID,Year,TechID,ETypeID,Value
10,2015,10,ED,0.0189994359375
10,2015,40,ED,0.012267972705078126
10,2015,70,ED,1.723898378773442e-4
10,2015,80,ED,1.4315548025706642e-6
10,2015,81,ED,1.6487583329425302e-8
10,2015,90,ED,6.1097550198769365e-6
10,2015,92,ED,1.2156963776239419e-14
10,2015,100,ED,8.274274004756864e-7
10,2015,110,ED,5.005856977651654e-7
10,2015,120,ED,2.502928488825828e-7
10,2015,130,ED,7.183252945646093e-5
10,2015,140,ED,1.3061194710088774e-6
10,2015,150,ED,3.5632188125915903e-6
10,2015,160,ED,3.586091986274624e-7
10,2015,162,ED,1.634865569160625e-14
10,2015,170,ED,2.1753043595769918e-7
10,2015,171,ED,1.6312057744512347e-8
10,2015,181,ED,1.0876521797884913e-7
10,2015,190,ED,9.00042724640771e-6
10,2015,192,ED,9.92745839954247e-14
10,2015,200,ED,1.2776267746653539e-6
10,2015,210,ED,5.102597432479218e-7
10,2015,220,ED,3.549897579286492e-8
10,2015,230,ED,2.147526861341917e-8
10,2015,240,ED,1.0737634306709567e-8
10,2015,245,ED,1.9812919961519738e-8
10,2015,250,ED,4.984355278327981e-8
10,2015,251,ED,2.8037011699048704e-7
10,2015,260,ED,1.7057899640670796e-6
10,2015,265,ED,2.6974301377588837e-6
10,2015,266,ED,4.005716680562264e-7
10,2015,270,ED,3.4280868630203066e-8
10,2015,280,ED,2.399660863544891e-8
10,2015,290,ED,1.7908584181362183e-8
10,2015,295,ED,4.292555488375875e-9
10,2015,300,ED,1.4923819919393358e-8
10,2015,305,ED,3.577129568125375e-9
10,2015,310,ED,7.670146110243434e-8
10,2015,320,ED,3.0333156125732635e-9
10,2015,321,ED,2.5176972739905375e-10
10,2015,330,ED,5.434474949385052e-8
10,2015,340,ED,3.8041324438300984e-8
10,2015,350,ED,2.919132545619294e-8
10,2015,360,ED,2.432610512034207e-8
10,2015,363,ED,1.0089585369016238e-7
10,2015,366,ED,1.899199518403143e-8
10,2015,400,ED,1.4414165355858e-9
10,2015,401,ED,1.7543622856889376e-10
10,2015,461,ED,2.361303005867761e-9
10,2015,462,ED,2.930880993187366e-9
10,2015,471,ED,3.751367381784124e-11
10,2015,472,ED,1.0188792803141308e-10
10,2015,612,ED,1.788393129829299e-13
10,2015,620,ED,3.0057630754018827e-9
10,2015,621,ED,5.228041607807609e-10
10,2015,630,ED,1.4205264942692698e-6
10,2015,632,ED,5.37639528302059e-14
10,2015,640,ED,
10,2015,670,ED,
10,2015,690,ED,9.64519063003991e-7
10,2015,700,ED,5.639192602788501e-6
10,2015,720,ED,7.945513326771651e-7
10,2015,810,ED,1.28596703063517e-6
10,2015,850,ED,3.01615033471968e-6
10,2015,852,ED,1.82644649114223e-6
10,2015,857,ED,3.94579829210494e-14
10,2015,865,ED,1.85468584782135e-11
10,2015,870,ED,0.00231253617903045
10,2015,890,ED,0.0106233151110178
10,2015,970,ED,0.00191478727475971
10,2015,980,ED,0.00172330861721928
10,2015,1061,ED,4.20556128788466e-5
10,2015,1110,ED,
10,2015,1131,ED,
10,2015,1132,ED,4.76037000069207e-4
10,2015,1142,ED,4.82867931835943e-6
10,2015,1152,ED,6.55370569456033e-4
10,2015,1153,ED,0.0020030475249347103
10,2015,1158,ED,5.57489785726424e-4
10,2015,1159,ED,5.0221415399719e-4
10,2015,1167,ED,
10,2015,1168,ED,1.2467559524766201e-4
10,2015,1180,ED,5.27172767023103e-8
10,2015,1220,ED,4.170063053535423e-6
10,2015,1221,ED,2.405251129548995e-4
10,2015,1222,ED,6.323173081216623e-7
10,2015,1301,ED,1.8011537234638331e-10
10,2015,1302,ED,9.743546250118569e-10
10,2015,1320,ED,0.002191423332347902
10,2015,1410,ED,4.809938508429959e-5
10,2015,1450,ED,5.566326990467563e-6
10,2015,1451,ED,1.764238276188661e-6
10,2015,1452,ED,7.197854814743998e-6
10,2015,1453,ED,2.599940958901355e-7
10,2015,1464,ED,2.157149996438259e-6
10,2015,1471,ED,1.4645024787977538e-6
10,2015,1472,ED,1.7037519869604097e-9
10,2015,1520,ED,5.896554978421668e-4
10,2015,1530,ED,3.69566728643987e-4
10,2015,1560,ED,5.340878292442069e-4
10,2015,1570,ED,4.8356395254253167e-4
10,2015,1590,ED,1.7418566569854987e-4
10,2015,1610,ED,1.45154715062767e-4
10,2015,1612,ED,3.968977628590552e-6
10,2015,1615,ED,5.002582138415249e-6
10,2015,1640,ED,0.0012040107682245143
10,2015,1670,ED,1.0772436625956603e-6
10,2015,1675,ED,1.0712170668748397e-5
10,2015,1682,ED,8.977030485219988e-7
10,2015,1690,ED,1.322345510197812e-5
10,2015,2070,ED,1.0028836251070301e-5
10,2015,2080,ED,5.55825069447128e-7
10,2015,2120,ED,5.991409388051219e-7
10,2015,2130,ED,1.49464286755258e-5
10,2015,2150,ED,2.82766707323651e-8
10,2015,2170,ED,1.41552801225003e-6
10,2015,2190,ED,2.2194088866233898e-7
10,2015,2240,ED,1.56663100832807e-7
10,2015,2300,ED,7.97060114200747e-9
10,2015,3010,ED,1.73162886854312e-4
10,2015,3020,ED,5.25919873080379e-5
10,2015,3030,ED,2.65471777764056e-4
10,2015,3040,ED,8.18338888802659e-5
10,2015,4010,ED,1.401020240783691e-7
10,2015,4040,ED,1.472981810569767e-7
10,2015,4050,ED,1.005677764892578e-5
10,2015,4060,ED,1.2302081584930418e-7
10,2015,4070,ED,1.3716701965332032e-5
10,2015,4090,ED,
10,2015,4120,ED,3.594382171630856e-6
10,2015,4130,ED,2.049603004455567e-6
10,2015,4140,ED,3.087287597656251e-6
10,2015,4150,ED,8.02016754150391e-7
10,2015,4170,ED,
10,2015,4200,ED,2.756442031860355e-6
10,2015,4210,ED,1.357710704803464e-6
10,2015,4220,ED,5.506492137908935e-7
10,2015,4230,ED,2.365227546691891e-6
10,2015,4270,ED,
10,2015,5004,ED,1.3646375274063038e-8
10,2015,5005,ED,7.20446771278507e-10
10,2015,5016,ED,1.3054824271986848e-6
10,2015,5017,ED,6.465709318332556e-7
10,2015,5025,ED,2.759666227621813e-8
10,2015,5026,ED,4.567804148696434e-8
10,2015,5033,ED,3.78747334286897e-11
10,2015,5034,ED,8.37026423138715e-11
10,2015,5204,ED,1.528297757336198e-8
10,2015,5205,ED,8.74465062861763e-10
10,2015,5216,ED,1.302552679294133e-6
10,2015,5217,ED,7.090401722315278e-7
10,2015,5225,ED,4.26507876287583e-8
10,2015,5226,ED,7.885351093545629e-8
10,2015,5233,ED,7.722077028172789e-11
10,2015,5234,ED,1.7872339178585591e-10
10,2015,5404,ED,1.3364025677643311e-8
10,2015,5405,ED,8.199986724965388e-10
10,2015,5416,ED,4.847816315709264e-7
10,2015,5417,ED,2.364748378313023e-7
10,2015,5425,ED,1.7050192687073586e-8
10,2015,5426,ED,2.653339789104022e-8
10,2015,5433,ED,3.49013585360952e-11
10,2015,5434,ED,7.80723996450333e-11
10,2015,5604,ED,5.079175617941846e-9
10,2015,5605,ED,1.6380308778415855e-9
10,2015,5616,ED,7.080767995183738e-7
10,2015,5617,ED,3.65955392873274e-7
10,2015,5625,ED,2.652722992363789e-8
10,2015,5626,ED,4.155739722915924e-8
10,2015,5633,ED,5.63133562304657e-11
10,2015,5634,ED,1.226729381275976e-10
10,2015,5804,ED,1.1527472525738191e-8
10,2015,5805,ED,6.578923918874257e-10
10,2015,5816,ED,4.467431838331041e-7
10,2015,5817,ED,2.547991950172305e-7
10,2015,5825,ED,1.261138393645197e-8
10,2015,5826,ED,2.739172758491969e-8
10,2015,5833,ED,1.475458903253963e-11
10,2015,5834,ED,3.60750964700263e-11
10,2015,9070,ED,9.76875522034012e-4
10,2015,9090,ED,3.462193440442168e-5
10,2015,9100,ED,4.6887536838415405e-6
10,2015,9110,ED,2.8366511791492043e-6
10,2015,9120,ED,6.074666779532886e-6
10,2015,9130,ED,4.070508707299606e-4
10,2015,9150,ED,2.019156540695512e-5
10,2015,9160,ED,2.032118026682694e-6
10,2015,9170,ED,1.232672068731689e-6
10,2015,9181,ED,5.901969537653055e-6
10,2015,9190,ED,5.10024066755219e-5
10,2015,9210,ED,2.891471395289878e-6
10,2015,9220,ED,2.011607966429456e-7
10,2015,9230,ED,1.216931372356121e-7
10,2015,9240,ED,7.700803551626167e-6
10,2015,9250,ED,2.824466814467642e-7
10,2015,9270,ED,1.9425816929019883e-7
10,2015,9280,ED,1.359807213326165e-7
10,2015,9290,ED,1.0148192857578233e-7
10,2015,9295,ED,2.4324475104207068e-8
10,2015,9300,ED,1.413645258398107e-5
10,2015,9302,ED,1.2373389903781377e-7
10,2015,9305,ED,2.0255884498264285e-5
10,2015,9310,ED,4.3464144090394304e-7
10,2015,9330,ED,3.0795348644874773e-07
10,2015,9340,ED,2.1556743032298082e-7
10,2015,9350,ED,1.6541746685210226e-7
10,2015,9360,ED,8.729570889671232e-7
10,2015,9362,ED,3.327195724137109e-7
10,2015,9460,ED,1.8541711348149764e-7
10,2015,9470,ED,2.0620223893320515e-8
10,2015,9630,ED,1.03119264191686e-4
10,2015,9640,ED,
10,2015,9670,ED,
10,2015,9700,ED,1.27482926949226e-5
10,2015,9720,ED,1.0178523660372998e-5
10,2015,9810,ED,2.94259195719027e-6
10,2015,9811,ED,
10,2015,9850,ED,9.15503652832058e-7
10,2015,9852,ED,6.071852423589409e-8
10,2015,9853,ED,2.8901042292243797e-10
10,2015,10200,ED,0.014685026436551328
10,2015,10390,ED,2.413294203152519e-4
10,2015,10452,ED,2.625365068752939e-6
10,2015,10453,ED,7.156080841952566e-6
10,2015,10460,ED,9.818500914257e-4
10,2015,10462,ED,9.50769053754489e-5
10,2015,10520,ED,0.003334307610641656
10,2015,10560,ED,0.0030200907569532167
10,2015,10570,ED,0.002734395008175665
10,2015,10590,ED,0.001135469778574478
10,2015,10610,ED,5.190779765536652e-4
10,2015,10670,ED,5.814532486530994e-4
10,2015,10682,ED,0.002174242448211875
10,2015,14002,ED,1.55294999811854e-6
10,2015,14003,ED,3.510220185414582e-6
10,2015,14014,ED,1.825804868054824e-4
10,2015,14015,ED,6.314823086567506e-4
10,2015,14024,ED,4.5443179922840256e-5
10,2015,14202,ED,1.4747134835639367e-6
10,2015,14203,ED,4.700451482846495e-6
10,2015,14214,ED,1.547315099198751e-4
10,2015,14215,ED,6.25997454764716e-4
10,2015,14224,ED,8.678439160942985e-5
10,2015,14402,ED,3.562866176653755e-7
10,2015,14403,ED,3.515599152381306e-6
10,2015,14414,ED,3.587135955516459e-5
10,2015,14415,ED,1.255606998112497e-4
10,2015,14424,ED,1.540533496101294e-5
10,2015,14602,ED,6.814553544329012e-7
10,2015,14603,ED,1.3289448021704222e-6
10,2015,14614,ED,3.9103993094298184e-5
10,2015,14615,ED,1.558175887848659e-4
10,2015,14624,ED,2.103695179727413e-5
10,2015,14802,ED,5.23925711529769e-7
10,2015,14803,ED,2.9607687878211396e-6
10,2015,14814,ED,9.86705633856034e-5
10,2015,14815,ED,0.00038285894317974316
