Year,TechID,JSTypeID,Value
2015,10,1,592439.610045403
2015,10,2,432345.201261342
2015,10,3,82216.2110125646
2015,20,1,13.3151525361086
2015,20,2,9.71701030749728
2015,20,3,1.84781934198242
2015,25,1,4648303.14740539
2015,25,2,3392196.26039267
2015,25,3,645071.442704648
2015,30,1,862090706.825256
2015,30,2,629128694.534302
2015,30,3,119637221.097946
2015,40,1,1540925025.93994
2015,40,2,1124522209.16748
2015,40,3,213842913.508415
2015,50,1,0.235309355334223
2015,50,2,0.171721928343693
2015,70,1,4493637.01045513
2015,70,2,4625392.14640856
2015,70,3,2047260.99036634
2015,80,1,11168828964.2334
2015,80,2,11496303558.3496
2015,80,3,5088418960.57129
2015,81,1,1814613580.70374
2015,81,2,1867818593.97888
2015,81,3,826721727.848053
2015,90,1,2073730.34209013
2015,90,2,2134532.90052712
2015,90,3,944773.084484041
2015,91,1,41872.9614466429
2015,91,2,43100.6883445662
2015,91,3,19076.9478649599
2015,92,1,30883971.6017246
2015,92,2,31789500.2663136
2015,92,3,14070462.4354839
2015,100,1,628288745.880127
2015,100,2,646710395.812988
2015,100,3,286242753.267288
2015,110,1,4502977848.05298
2015,110,2,4635006427.76489
2015,110,3,2051516532.89795
2015,120,1,5980909347.53418
2015,120,2,6156271457.67212
2015,120,3,2724848985.672
2015,130,1,6755026.05736256
2015,130,2,6953085.77269316
2015,130,3,3077529.6036154
2015,140,1,20322387695.3125
2015,140,2,20918247222.9004
2015,140,3,9258698463.43994
2015,150,1,3117319.19646263
2015,150,2,3208719.89242733
2015,150,3,1420222.80488163
2015,160,1,775284826.755524
2015,160,2,798016428.947449
2015,160,3,353212833.404541
2015,161,1,171454861.760139
2015,161,2,176481977.105141
2015,161,3,78113302.5884628
2015,162,1,166641771.793365
2015,162,2,171527773.141861
2015,162,3,75920507.311821
2015,170,1,8637859344.48242
2015,170,2,8891123771.66748
2015,170,3,3935331583.02307
2015,171,1,2672613382.33948
2015,171,2,2750975370.4071
2015,171,3,1217618823.05145
2015,181,1,11058197021.4844
2015,181,2,11382427215.5762
2015,181,3,5038015842.43774
2015,190,1,901983.992662281
2015,190,2,928430.468775332
2015,190,3,410935.87060459
2015,191,1,70751160.3832245
2015,191,2,72825610.6376648
2015,191,3,32233599.5733738
2015,192,1,53297247.7376461
2015,192,2,54859943.6879158
