EmissionID,Year,TechID,Value
1,2045,1595,1.81009166702264e-20
1,2045,1596,1.25547323778612e-20
1,2045,1597,2.32984062501645e-21
1,2015,10,1.97387427491409e-4
1,2015,20,8.156549414255119e-10
1,2015,25,3.5631506625595e-4
1,2015,30,0.240329325488662
1,2015,40,0.37030571080128805
1,2015,50,2.60785327786912e-11
1,2015,70,0.00273163725042008
1,2015,80,5.68820805541037
1,2015,81,2.13539841249713
1,2015,90,0.0011619409080175702
1,2015,91,8.590110759207001e-6
1,2015,92,0.034394123791101
1,2015,100,0.35920749044491895
1,2015,110,2.5548809571426903
1,2015,120,3.2265110335654996
1,2015,130,0.0047371315645276
1,2015,140,12.015520167516701
1,2015,150,0.00207370281209898
1,2015,160,0.523356486836211
1,2015,161,0.04461014007743069
1,2015,162,0.21214352500143302
1,2015,170,5.78479459104733
1,2015,171,3.5691092920593097
1,2015,181,6.91992567761498
1,2015,190,7.062192923812649e-4
1,2015,191,0.0252976471747082
1,2015,192,0.0731446347950303
1,2015,200,7.42325971552789
1,2015,210,3.41879505488903e-4
1,2015,220,0.104749576263361
1,2015,230,1.7632419136745399
1,2015,240,2.87915855113636
1,2015,245,2.72157173846999
1,2015,250,5.23739604248702e-4
1,2015,251,2.6761517552466003
1,2015,260,6.26285648827207
1,2015,261,5.85553605047842e-4
1,2015,265,6.12061363706664
1,2015,266,3.24445999235851
1,2015,270,2.50064541721397e-4
1,2015,275,9.65804944714286e-23
1,2015,276,0.00352192781662271
1,2015,280,0.11753860289862299
1,2015,290,1.12059046489874
1,2015,291,0.00129327454060596
1,2015,295,1.3191032531373799
1,2015,300,2.96304860582719
1,2015,302,0.00298367885224905
1,2015,305,2.68922678283913
1,2015,310,1.08196450198038e-4
1,2015,320,0.370615981539906
1,2015,321,1.3414785861627498
1,2015,330,5.19484143277982e-5
1,2015,340,0.049578486992979905
1,2015,350,0.631974315222863
1,2015,351,1.20891883770344e-7
1,2015,360,1.8183323736084098
1,2015,361,3.20138532938465e-4
1,2015,362,7.40960645301412e-6
1,2015,363,5.724627386374831
1,2015,364,0.022192304748918798
1,2015,366,3.09170549776443
1,2015,385,1.38438455751669e-11
1,2015,386,5.9352254761337796e-5
1,2015,400,0.09393665078577311
1,2015,401,0.40629458376510097
1,2015,410,0.00161304829951548
1,2015,411,6.64709749738969e-4
1,2015,420,4.65570709114688e-27
1,2015,430,1.5840521392260002e-6
1,2015,431,0.0068354116533777395
1,2015,432,4.90967978473178e-20
1,2015,433,9.36573217572786e-21
1,2015,441,5.10859268069676e-20
1,2015,442,0.00675415513745351
1,2015,443,9.78483937939714e-20
1,2015,444,2.33044288745284e-20
1,2015,460,4.911369975804421e-4
1,2015,461,0.107652415447273
1,2015,462,0.430104172568831
1,2015,470,2.27742808105514e-6
1,2015,471,0.044247331593563
1,2015,472,0.256693755952506
1,2015,480,2.6958242845251203e-23
1,2015,510,8.99914352081331e-23
1,2015,515,0.0105449688261676
1,2015,520,1.26714104898815e-20
1,2015,521,3.705998822177021e-21
1,2015,530,7.02915375430344e-21
1,2015,531,3.18765481926968e-21
1,2015,540,7.24338477939462e-21
1,2015,541,3.46888226858034e-21
1,2015,550,1.6495545331975898e-20
1,2015,551,3.2526105356720096e-21
1,2015,600,1.4111488721265398e-23
1,2015,610,1.0720225740606799e-22
1,2015,611,0.00120596233624179
1,2015,612,0.008632061145082809
1,2015,620,0.0747908183619093
1,2015,621,0.5018855145111529
1,2015,630,0.0133418530287056
1,2015,631,0.00234239116732547
1,2015,632,0.0183210236252466
1,2015,640,0.210917119136472
1,2015,641,0.00316241519935117
1,2015,642,0.0238224028786295
1,2015,660,1.61139607987703e-8
1,2015,670,0.277788601249578
1,2015,680,3.2146977135849e-5
1,2015,690,0.159486204129237
1,2015,691,1.6598909573414802e-8
1,2015,695,0.0138159381124602
1,2015,700,0.00454824905656083
1,2015,720,0.0013429039005061199
1,2015,730,0.0019518554740050298
1,2015,731,4.01711528112063e-4
1,2015,750,5.1086292059714194e-5
1,2015,810,0.00445186543313652
1,2015,811,5.0300483001608696e-5
1,2015,812,3.23371757286357e-6
1,2015,850,0.00187145403084397
1,2015,852,3.7797652788845e-5
