Year,TechID,Value
2015,10,419080.762695313
2015,25,161733.279541016
2015,40,458250.953369141
2015,70,3537.68323868126
2015,80,15821.4146839938
2015,81,1600.80395507813
2015,90,3537.68323868126
2015,92,0.0260717235505581
2015,100,3537.68323868126
2015,110,3537.68323868126
2015,120,3537.68323868126
2015,130,1115.56791698933
2015,140,9724.79026806355
2015,150,1115.56791698933
2015,160,1115.56791698933
2015,162,0.0223027020692825
2015,170,1115.56791698933
2015,171,1083.99621582031
2015,181,1115.56791698933
2015,190,109.958723869175
2015,192,0.131792560219765
2015,200,8887.44242748246
2015,210,109.958723869175
2015,220,109.958723869175
2015,230,109.958723869175
2015,240,109.958723869175
2015,245,1238.78649902344
2015,250,96.0231292038268
2015,251,916.749633789063
2015,260,6368.17187187961
2015,265,16825.4840960878
2015,266,2324.58129882813
2015,270,96.0231292038268
2015,276,3.79422632249771e-4
2015,280,96.0231292038268
2015,290,96.0231292038268
2015,295,32.659999408153
2015,300,96.0231292038268
2015,305,32.659999408153
2015,310,62.4154388639798
2015,320,35.9323077201843
2015,321,27.6293258666992
2015,330,62.4154388639798
2015,340,62.4154388639798
2015,350,62.4154388639798
2015,360,62.4154388639798
2015,363,181.288409445034
2015,364,4.05370927182958e-4
2015,366,26.2604427337646
2015,400,16.4449360370636
2015,401,18.1142082214355
2015,461,14.4220025539398
2015,462,15.8257741928101
2015,471,0.0958963939920068
2015,472,0.232651650905609
2015,612,0.00641237897798419
2015,620,51.5020537376404
2015,621,83.8237075805664
2015,630,43.1938505531289
2015,632,0.0018436856335029
2015,640,230.783746926114
2015,642,1.67192338267341e-4
2015,670,1307.86075927317
2015,690,244.776281845523
2015,700,244.765150951222
2015,720,43.1938505531289
2015,730,2358.89233398438
2015,810,244.765150951222
2015,850,553.330560227856
2015,852,553.330560227856
2015,857,0.00130335650464986
2015,865,0.00574389501707628
2015,870,3688.87049730122
2015,890,65205.673828125
2015,970,3688.87049730122
2015,980,3688.87049730122
2015,981,41.0379314422607
2015,991,7.57635283470154
2015,1050,864.051228165627
2015,1061,864.051228165627
2015,1110,0.00492680841125548
2015,1131,41.1870365142822
2015,1132,3688.87049730122
2015,1142,37.8854160308838
2015,1151,14.1433663368225
2015,1152,864.051228165627
2015,1153,14166.7543945313
2015,1158,864.051228165627
2015,1159,864.051228165627
2015,1167,15.5365176200867
2015,1168,864.051228165627
2015,1180,0.572681099176407
2015,1220,3010.30358886719
2015,1221,5503.99663887818
2015,1222,534.429931640625
2015,1251,57.9485244750977
2015,1252,10.2875919342041
2015,1261,57.9485244750977
2015,1262,10.2875919342041
2015,1280,0.459780991077423
2015,1301,57.9485244750977
2015,1302,10.2875919342041
2015,1320,2717.83508524557
2015,1365,2.58988276124001
2015,1410,92.7737055035063
2015,1450,525.717673313728
2015,1451,278.303247002903
2015,1452,1577.05179107262
2015,1453,118.602899228835
2015,1461,57.9485244750977
2015,1464,534.429992675781
2015,1471,3682.38662846699
2015,1472,534.429931640625
2015,1480,10.2875919342041
2015,1510,57.9485244750977
2015,1511,10.2875919342041
2015,1520,268.339205183776
2015,1530,1130.52248823444
2015,1540,11.5292133573333
2015,1541,73.4157220004321
2015,1542,1.80064105987549
2015,1552,8.08351445198059
2015,1553,1.80064105987549
2015,1560,268.339205183776
2015,1570,268.339205183776
2015,1590,268.339205183776
2015,1592,8.08351445198059
2015,1603,0.0814411342144012
2015,1610,268.339205183776
2015,1612,479.720947671298
2015,1613,8.08351445198059
2015,1615,104.82852935791
2015,1640,1686.06945005309
2015,1670,0.683477786602452
2015,1675,789.632446289063
2015,1680,13.618421792984
2015,1682,0.683477786602452
