EmissionID,Year,TechID,Value
1,2015,10,1.669098719358444e-4
1,2015,30,0.2040187861328125
1,2015,40,0.2917413720703125
1,2015,70,0.002128951435089109
1,2015,80,4.5731783203125
1,2015,81,0.678712658203125
1,2015,90,8.983581371307369e-4
1,2015,91,4.86289595067501e-6
1,2015,92,0.0033272834320068295
1,2015,100,0.2876923828125
1,2015,110,2.06190587890625
1,2015,120,2.6017157734375
1,2015,130,0.003636851913452153
1,2015,140,9.52140715625
1,2015,150,0.0015828560409545899
1,2015,160,0.4140801015625
1,2015,161,0.02307230310058599
1,2015,162,0.02079940783691411
1,2015,170,4.613485671875
1,2015,171,1.14380810546875
1,2015,181,5.504171140625
1,2015,190,5.333867597579957e-4
1,2015,191,0.011930072387695312
1,2015,192,0.00833565380859375
1,2015,200,5.88783709375
1,2015,210,2.601390910148623e-4
1,2015,220,0.0829690344238281
1,2015,230,1.407779734375
1,2015,240,2.292332765625
1,2015,245,0.980573888671875
1,2015,250,3.747973232269287e-4
1,2015,251,0.907373109375
1,2015,260,4.752978359375
1,2015,261,0.0015975974426269532
1,2015,265,4.7453615625
1,2015,266,0.924171646484375
1,2015,270,1.7988460826873768e-4
1,2015,280,0.08858522192382809
1,2015,290,0.857914314453125
1,2015,291,0.003272112464904785
1,2015,295,1.029304638671875
1,2015,300,2.2600078671875
1,2015,302,0.002249002040863039
1,2015,305,2.09298614453125
1,2015,310,7.85023970603943e-5
1,2015,320,0.2774353461914063
1,2015,321,0.24462502001953132
1,2015,330,3.7946085572242765e-5
1,2015,340,0.03758423681640635
1,2015,350,0.4865148720703125
1,2015,351,3.414879888296127e-7
1,2015,360,1.3943725
1,2015,361,8.525538463592529e-4
1,2015,362,5.5922094732523035e-6
1,2015,363,4.3685855
1,2015,366,1.1061010078125
1,2015,386,6.728239810466769e-5
1,2015,400,0.07040521044921881
1,2015,401,0.0861802705078125
1,2015,410,0.001838369258880615
1,2015,411,7.536149997711179e-4
1,2015,430,1.2128708623349668e-6
1,2015,431,0.005515368072509771
1,2015,442,0.005406478363037112
1,2015,460,3.493343315124513e-4
1,2015,461,0.0758869328613282
1,2015,462,0.0850207236328125
1,2015,470,1.6334127448499209e-6
1,2015,471,0.03146110388183596
1,2015,472,0.05439968481445318
1,2015,611,7.586716232299809e-4
1,2015,612,0.001226824329376221
1,2015,620,0.05730057385253906
1,2015,621,0.08907919653320309
1,2015,630,0.0110450686035156
1,2015,631,0.0013937791519165038
1,2015,632,0.00226404933166504
1,2015,640,0.177393899414063
1,2015,660,1.3852491218131e-8
1,2015,670,0.301823630859375
1,2015,690,0.00915962130737305
1,2015,691,6.62570889107883e-8
1,2015,695,4.13068426132202e-4
1,2015,700,0.00376519802856445
1,2015,720,0.0011127872543334999
1,2015,810,0.00368827856445313
1,2015,811,1.81449270248413e-5
1,2015,812,2.06554894335568e-7
1,2015,850,0.0015501713409423802
1,2015,852,3.15049678087235e-5
1,2015,853,1.77423226833344e-5
1,2015,857,4.1308624982833896e-5
1,2015,858,4.6398052573204e-7
1,2015,865,5.62527830123901e-4
1,2015,866,1.59001941680908e-5
1,2015,870,0.048262126953125
1,2015,890,1.014147046875
1,2015,970,0.0227253186035156
1,2015,980,0.35474792578125
1,2015,991,4.3261491394042996e-4
1,2015,1040,0.5956457109375
1,2015,1041,3.8442270660400403e-4
1,2015,1110,1.57834528945386e-8
1,2015,1121,0.0190882302246094
1,2015,1130,0.552907765625
1,2015,1131,6.25688552856445e-4
1,2015,1132,0.0931083984375
1,2015,1142,4.68106147766113e-4
1,2015,1143,5.30922212600708e-5
1,2015,1152,0.00542004510498047
1,2015,1153,0.148608467773438
1,2015,1158,0.00320278839111328
1,2015,1159,0.0496711696777344
1,2015,1163,0.0839623271484375
1,2015,1164,2.8607212638854997e-4
1,2015,1166,0.09208954736328129
1,2015,1167,1.58075661182404e-4
1,2015,1168,6.03985663503408e-7
1,2015,1171,0.00302346354675293
1,2015,1180,7.34280446171761e-6
1,2015,1181,5.177327334880829e-6
1,2015,1200,5.445218520164479e-4
1,2015,1220,3.2685453125
1,2015,1221,0.007372864433288571
1,2015,1222,0.03541937396240236
1,2015,1230,4.972339246887711e-8
1,2015,1240,0.002845961296081537
1,2015,1301,2.121255433559415e-5
1,2015,1320,0.02018020187377931
1,2015,1340,0.2411985627441406
1,2015,1390,1.0186716357421879
1,2015,1391,8.845694869756689e-6
1,2015,1410,4.509599657058724e-4
1,2015,1450,0.01960317846679687
1,2015,1451,0.2350934074707031
1,2015,1452,0.898971803710938
1,2015,1453,1.476292076171875
1,2015,1460,1.67181843359375
1,2015,1461,3.661318874359128e-5
1,2015,1462,1.400491518143099e-8
1,2015,1464,0.4189433833007813
1,2015,1471,1.1317621953125
1,2015,1472,0.02334341647338865
1,2015,1510,2.627870264053344e-4
1,2015,1520,7.845132808685309e-4
1,2015,1530,3.0708578125
1,2015,1550,0.007355312637329099
1,2015,1560,0.001233738830566407
1,2015,1570,0.2048287854003906
1,2015,1590,1.559190037109375
1,2015,1591,1.478422865867614e-4
1,2015,1592,1.881602005958556e-4
1,2015,1610,2.0927954765625
1,2015,1615,0.4146645463867188
1,2015,1630,0.001186394832611085
1,2015,1640,5.1789569140625
1,2015,1650,0.001888976839065552
1,2015,1660,0.3194875302734375
1,2015,1670,2.50828905859375
1,2015,1671,1.9513688516616822e-4
1,2015,1680,4.930837917327882e-4
1,2015,1682,3.46304673828125
1,2015,1690,0.633326736328125
1,2015,1730,0.01321272801208497
1,2015,2070,0.35404315625
1,2015,2080,0.651524875
1,2015,2120,0.4509314375
1,2015,2130,0.250826140625
1,2015,2150,0.009672287109375
1,2015,2170,0.0081103984375
1,2015,2190,0.24745453125
1,2015,2240,0.10849353125
1,2015,2300,0.00129712353515625
1,2015,3010,0.9946225625
1,2015,3020,0.27186659375
1,2015,3030,3.0651115
1,2015,3040,0.8503424375
1,2015,4010,2.613140144348147e-4
1,2015,4040,0.020705560546875
1,2015,4050,0.51964103125
1,2015,4060,0.02143559716796875
1,2015,4070,0.2544829609375
1,2015,4090,8.020937957763669e-4
1,2015,4100,0.016438384765625
1,2015,4120,0.845268984375
1,2015,4130,10.5347098125
1,2015,4140,0.881928515625
1,2015,4150,5.70698159375
1,2015,4170,0.031730890625
1,2015,4190,0.60001296875
1,2015,4200,0.88653776171875
1,2015,4210,7.840290125
1,2015,4220,4.3728530859375
1,2015,4230,0.921142267578125
1,2015,4250,0.4317556376953125
1,2015,4270,0.032271926025390626
1,2015,5000,0.004982252975463862
1,2015,5001,0.062476755859375
1,2015,5002,0.251334099609375
1,2015,5003,0.4274653974609375
1,2015,5004,0.314655134765625
1,2015,5005,0.0078097028961181605
