EmissionID,Year,TechID,ETypeID,Value
11,2015,10,ED,1.1093831544344858e-4
11,2015,40,ED,0.0028331156731247723
11,2015,70,ED,1.622051045809877e-4
11,2015,80,ED,1.3911833473903799e-6
11,2015,81,ED,7.415428952550167e-8
11,2015,90,ED,3.606659536866994e-6
11,2015,92,ED,2.558380123079424e-14
11,2015,100,ED,4.519628941962999e-7
11,2015,110,ED,3.000392595416366e-7
11,2015,120,ED,1.6802417243293237e-7
11,2015,130,ED,6.657590369804968e-5
11,2015,140,ED,1.2646145173527015e-6
11,2015,150,ED,2.171021912039536e-6
11,2015,160,ED,1.9826222929179003e-7
11,2015,161,ED,4.945570235976327e-13
11,2015,162,ED,3.0212871995436635e-13
11,2015,170,ED,1.3220313125391447e-7
11,2015,171,ED,7.195611320913062e-8
11,2015,181,ED,7.403330659186805e-8
11,2015,190,ED,8.36600218594239e-6
11,2015,191,ED,1.1720393912833914e-13
11,2015,192,ED,7.061294827466801e-14
11,2015,200,ED,7.584392928056262e-7
11,2015,210,ED,2.8740830339854254e-7
11,2015,220,ED,1.930443114063019e-8
11,2015,230,ED,1.2807292494515682e-8
11,2015,240,ED,7.17212733200285e-9
11,2015,245,ED,4.926797024967073e-8
11,2015,250,ED,2.3065794816800843e-7
11,2015,251,ED,2.0045489622314275e-7
11,2015,260,ED,1.5481677290306895e-6
11,2015,265,ED,3.0926467660729027e-6
11,2015,266,ED,3.504951632562448e-7
11,2015,270,ED,5.589281499265735e-8
11,2015,280,ED,3.9124970118117856e-8
11,2015,290,ED,2.6005137122646173e-8
11,2015,295,ED,6.233239105286031e-9
11,2015,300,ED,2.1627598289137983e-8
11,2015,305,ED,5.183975673582586e-9
11,2015,310,ED,1.2463550056584386e-7
11,2015,320,ED,3.960402766467782e-9
11,2015,321,ED,1.3392846053604267e-9
11,2015,330,ED,8.750729431179382e-8
11,2015,340,ED,6.12551054056838e-8
11,2015,350,ED,4.210843363178254e-8
11,2015,360,ED,3.502014946080675e-8
11,2015,363,ED,1.9802630978872134e-6
11,2015,366,ED,2.874793003352698e-7
11,2015,400,ED,2.3020464871272628e-10
11,2015,401,ED,1.1951895770027612e-10
11,2015,461,ED,3.2225854597193634e-9
11,2015,462,ED,2.885767631940409e-9
11,2015,471,ED,2.823542003678036e-10
11,2015,472,ED,4.36470482987651e-10
11,2015,611,ED,6.351072134999371e-13
11,2015,612,ED,6.498946859861795e-13
11,2015,620,ED,3.345736137638905e-9
11,2015,621,ED,2.1577613242700687e-9
11,2015,630,ED,9.448277534678142e-5
11,2015,631,ED,1.6862110222143862e-13
11,2015,632,ED,1.836780870401481e-13
11,2015,670,ED,
11,2015,690,ED,8.32643901670775e-8
11,2015,700,ED,6.61520868445661e-5
11,2015,720,ED,5.27934462702018e-5
11,2015,810,ED,1.508120583998753e-5
11,2015,811,ED,
